v,s,i,dim,label,code
wcde-v3x,3,cdr,year,2095,29
wcde-v3x,3,e0,age,All,0
wcde-v3x,3,e0,edu,Total,0
wcde-v3x,3,e0,sex,Male,1
wcde-v3x,3,e0,year,2020,14
wcde-v3x,3,e0,sex,Female,2
wcde-v3x,3,e0,year,2025,15
wcde-v3x,3,e0,year,2030,16
wcde-v3x,3,e0,year,2035,17
wcde-v3x,3,e0,year,2040,18
wcde-v3x,3,e0,year,2045,19
wcde-v3x,3,e0,year,2050,20
wcde-v3x,3,e0,year,2055,21
wcde-v3x,3,e0,year,2060,22
wcde-v3x,3,e0,year,2065,23
wcde-v3x,3,e0,year,2070,24
wcde-v3x,3,e0,year,2075,25
wcde-v3x,3,e0,year,2080,26
wcde-v3x,3,e0,year,2085,27
wcde-v3x,3,e0,year,2090,28
wcde-v3x,3,e0,year,2095,29
wcde-v3x,3,easfr,age,15--19,4
wcde-v3x,3,easfr,edu,No Education,2
wcde-v3x,3,easfr,sex,Female,2
wcde-v3x,3,easfr,year,2020,14
wcde-v3x,3,easfr,edu,Incomplete Primary,3
wcde-v3x,3,easfr,edu,Primary,4
wcde-v3x,3,easfr,edu,Lower Secondary,5
wcde-v3x,3,easfr,edu,Upper Secondary,6
wcde-v3x,3,easfr,edu,Post Secondary,7
wcde-v3x,3,easfr,age,20--24,5
wcde-v3x,3,easfr,age,25--29,6
wcde-v3x,3,easfr,age,30--34,7
wcde-v3x,3,easfr,age,35--39,8
wcde-v3x,3,easfr,age,40--44,9
wcde-v3x,3,easfr,age,45--49,10
wcde-v3x,3,easfr,year,2025,15
wcde-v3x,3,easfr,year,2030,16
wcde-v3x,3,easfr,year,2035,17
wcde-v3x,3,easfr,year,2040,18
wcde-v3x,3,easfr,year,2045,19
wcde-v3x,3,easfr,year,2050,20
wcde-v3x,3,easfr,year,2055,21
wcde-v3x,3,easfr,year,2060,22
wcde-v3x,3,easfr,year,2065,23
wcde-v3x,3,easfr,year,2070,24
wcde-v3x,3,easfr,year,2075,25
wcde-v3x,3,easfr,year,2080,26
wcde-v3x,3,easfr,year,2085,27
wcde-v3x,3,easfr,year,2090,28
wcde-v3x,3,easfr,year,2095,29
wcde-v3x,3,eassr,age,15--19,4
wcde-v3x,3,eassr,edu,No Education,2
wcde-v3x,3,eassr,sex,Male,1
wcde-v3x,3,eassr,year,2020,14
wcde-v3x,3,eassr,edu,Incomplete Primary,3
wcde-v3x,3,eassr,edu,Primary,4
wcde-v3x,3,eassr,edu,Lower Secondary,5
wcde-v3x,3,eassr,edu,Upper Secondary,6
wcde-v3x,3,eassr,edu,Post Secondary,7
wcde-v3x,3,eassr,age,20--24,5
wcde-v3x,3,eassr,age,25--29,6
wcde-v3x,3,eassr,age,30--34,7
wcde-v3x,3,eassr,age,35--39,8
wcde-v3x,3,eassr,age,40--44,9
wcde-v3x,3,eassr,age,45--49,10
wcde-v3x,3,eassr,age,50--54,11
wcde-v3x,3,eassr,age,55--59,12
wcde-v3x,3,eassr,age,60--64,13
wcde-v3x,3,eassr,age,65--69,14
wcde-v3x,3,eassr,age,70--74,15
wcde-v3x,3,eassr,age,75--79,16
wcde-v3x,3,eassr,age,80--84,17
wcde-v3x,3,eassr,age,85--89,18
wcde-v3x,3,eassr,age,90--94,19
wcde-v3x,3,eassr,age,95--99,20
wcde-v3x,3,eassr,age,100--104,21
wcde-v3x,3,eassr,age,105--109,22
wcde-v3x,3,eassr,age,110--114,23
wcde-v3x,3,eassr,age,115--119,24
wcde-v3x,3,eassr,age,120+,25
wcde-v3x,3,eassr,sex,Female,2
wcde-v3x,3,eassr,year,2025,15
wcde-v3x,3,eassr,year,2030,16
wcde-v3x,3,eassr,year,2035,17
wcde-v3x,3,eassr,year,2040,18
wcde-v3x,3,eassr,year,2045,19
wcde-v3x,3,eassr,year,2050,20
wcde-v3x,3,eassr,year,2055,21
wcde-v3x,3,eassr,year,2060,22
wcde-v3x,3,eassr,year,2065,23
wcde-v3x,3,eassr,year,2070,24
wcde-v3x,3,eassr,year,2075,25
wcde-v3x,3,eassr,year,2080,26
wcde-v3x,3,eassr,year,2085,27
wcde-v3x,3,eassr,year,2090,28
wcde-v3x,3,eassr,year,2095,29
wcde-v3x,3,emacb,age,All,0
wcde-v3x,3,emacb,edu,No Education,2
wcde-v3x,3,emacb,sex,Female,2
wcde-v3x,3,emacb,year,2020,14
wcde-v3x,3,emacb,edu,Incomplete Primary,3
wcde-v3x,3,emacb,edu,Primary,4
wcde-v3x,3,emacb,edu,Lower Secondary,5
wcde-v3x,3,emacb,edu,Upper Secondary,6
wcde-v3x,3,emacb,edu,Post Secondary,7
wcde-v3x,3,emacb,year,2025,15
wcde-v3x,3,emacb,year,2030,16
wcde-v3x,3,emacb,year,2035,17
wcde-v3x,3,emacb,year,2040,18
wcde-v3x,3,emacb,year,2045,19
wcde-v3x,3,emacb,year,2050,20
wcde-v3x,3,emacb,year,2055,21
wcde-v3x,3,emacb,year,2060,22
wcde-v3x,3,emacb,year,2065,23
wcde-v3x,3,emacb,year,2070,24
wcde-v3x,3,emacb,year,2075,25
wcde-v3x,3,emacb,year,2080,26
wcde-v3x,3,emacb,year,2085,27
wcde-v3x,3,emacb,year,2090,28
wcde-v3x,3,emacb,year,2095,29
wcde-v3x,3,emi,age,All,0
wcde-v3x,3,emi,edu,Total,0
wcde-v3x,3,emi,sex,Both,0
wcde-v3x,3,emi,year,2020,14
wcde-v3x,3,emi,year,2025,15
wcde-v3x,3,emi,year,2030,16
wcde-v3x,3,emi,year,2035,17
wcde-v3x,3,emi,year,2040,18
wcde-v3x,3,emi,year,2045,19
wcde-v3x,3,emi,year,2050,20
wcde-v3x,3,emi,year,2055,21
wcde-v3x,3,emi,year,2060,22
wcde-v3x,3,emi,year,2065,23
wcde-v3x,3,emi,year,2070,24
wcde-v3x,3,emi,year,2075,25
wcde-v3x,3,emi,year,2080,26
wcde-v3x,3,emi,year,2085,27
wcde-v3x,3,emi,year,2090,28
wcde-v3x,3,emi,year,2095,29
wcde-v3x,3,epop,age,All,0
wcde-v3x,3,epop,edu,Total,0
wcde-v3x,3,epop,sex,Both,0
wcde-v3x,3,epop,year,2020,14
wcde-v3x,3,epop,edu,Under 15,1
wcde-v3x,3,epop,edu,No Education,2
wcde-v3x,3,epop,edu,Incomplete Primary,3
wcde-v3x,3,epop,edu,Primary,4
wcde-v3x,3,epop,edu,Lower Secondary,5
wcde-v3x,3,epop,edu,Upper Secondary,6
wcde-v3x,3,epop,edu,Post Secondary,7
wcde-v3x,3,epop,edu,Short Post Secondary,8
wcde-v3x,3,epop,edu,Bachelor,9
wcde-v3x,3,epop,edu,Master and higher,10
wcde-v3x,3,epop,age,0--4,1
wcde-v3x,3,epop,age,5--9,2
wcde-v3x,3,epop,age,10--14,3
wcde-v3x,3,epop,age,15--19,4
wcde-v3x,3,epop,age,20--24,5
wcde-v3x,3,epop,age,25--29,6
wcde-v3x,3,epop,age,30--34,7
wcde-v3x,3,epop,age,35--39,8
wcde-v3x,3,epop,age,40--44,9
wcde-v3x,3,epop,age,45--49,10
wcde-v3x,3,epop,age,50--54,11
wcde-v3x,3,epop,age,55--59,12
wcde-v3x,3,epop,age,60--64,13
wcde-v3x,3,epop,age,65--69,14
wcde-v3x,3,epop,age,70--74,15
wcde-v3x,3,epop,age,75--79,16
wcde-v3x,3,epop,age,80--84,17
wcde-v3x,3,epop,age,85--89,18
wcde-v3x,3,epop,age,90--94,19
wcde-v3x,3,epop,age,95--99,20
wcde-v3x,3,epop,age,100+,21
wcde-v3x,3,epop,sex,Male,1
wcde-v3x,3,epop,sex,Female,2
wcde-v3x,3,epop,year,2025,15
wcde-v3x,3,epop,year,2030,16
wcde-v3x,3,epop,year,2035,17
wcde-v3x,3,epop,year,2040,18
wcde-v3x,3,epop,year,2045,19
wcde-v3x,3,epop,year,2050,20
wcde-v3x,3,epop,year,2055,21
wcde-v3x,3,epop,year,2060,22
wcde-v3x,3,epop,year,2065,23
wcde-v3x,3,epop,year,2070,24
wcde-v3x,3,epop,year,2075,25
wcde-v3x,3,epop,year,2080,26
wcde-v3x,3,epop,year,2085,27
wcde-v3x,3,epop,year,2090,28
wcde-v3x,3,epop,year,2095,29
wcde-v3x,3,epop,year,2100,30
wcde-v3x,3,etfr,age,All,0
wcde-v3x,3,etfr,edu,No Education,2
wcde-v3x,3,etfr,sex,Female,2
wcde-v3x,3,etfr,year,2020,14
wcde-v3x,3,etfr,edu,Incomplete Primary,3
wcde-v3x,3,etfr,edu,Primary,4
wcde-v3x,3,etfr,edu,Lower Secondary,5
wcde-v3x,3,etfr,edu,Upper Secondary,6
wcde-v3x,3,etfr,edu,Post Secondary,7
wcde-v3x,3,etfr,year,2025,15
wcde-v3x,3,etfr,year,2030,16
wcde-v3x,3,etfr,year,2035,17
wcde-v3x,3,etfr,year,2040,18
wcde-v3x,3,etfr,year,2045,19
wcde-v3x,3,etfr,year,2050,20
wcde-v3x,3,etfr,year,2055,21
wcde-v3x,3,etfr,year,2060,22
wcde-v3x,3,etfr,year,2065,23
wcde-v3x,3,etfr,year,2070,24
wcde-v3x,3,etfr,year,2075,25
wcde-v3x,3,etfr,year,2080,26
wcde-v3x,3,etfr,year,2085,27
wcde-v3x,3,etfr,year,2090,28
wcde-v3x,3,etfr,year,2095,29
wcde-v3x,3,ggapedu15,age,All,0
wcde-v3x,3,ggapedu15,edu,No Education,2
wcde-v3x,3,ggapedu15,sex,Both,0
wcde-v3x,3,ggapedu15,year,2020,14
wcde-v3x,3,ggapedu15,edu,Incomplete Primary,3
wcde-v3x,3,ggapedu15,edu,Primary,4
wcde-v3x,3,ggapedu15,edu,Lower Secondary,5
wcde-v3x,3,ggapedu15,edu,Upper Secondary,6
wcde-v3x,3,ggapedu15,edu,Post Secondary,7
wcde-v3x,3,ggapedu15,edu,Short Post Secondary,8
wcde-v3x,3,ggapedu15,edu,Bachelor,9
wcde-v3x,3,ggapedu15,edu,Master and higher,10
wcde-v3x,3,ggapedu15,year,2025,15
wcde-v3x,3,ggapedu15,year,2030,16
wcde-v3x,3,ggapedu15,year,2035,17
wcde-v3x,3,ggapedu15,year,2040,18
wcde-v3x,3,ggapedu15,year,2045,19
wcde-v3x,3,ggapedu15,year,2050,20
wcde-v3x,3,ggapedu15,year,2055,21
wcde-v3x,3,ggapedu15,year,2060,22
wcde-v3x,3,ggapedu15,year,2065,23
wcde-v3x,3,ggapedu15,year,2070,24
wcde-v3x,3,ggapedu15,year,2075,25
wcde-v3x,3,ggapedu15,year,2080,26
wcde-v3x,3,ggapedu15,year,2085,27
wcde-v3x,3,ggapedu15,year,2090,28
wcde-v3x,3,ggapedu15,year,2095,29
wcde-v3x,3,ggapedu15,year,2100,30
wcde-v3x,3,ggapedu25,age,All,0
wcde-v3x,3,ggapedu25,edu,No Education,2
wcde-v3x,3,ggapedu25,sex,Both,0
wcde-v3x,3,ggapedu25,year,2020,14
wcde-v3x,3,ggapedu25,edu,Incomplete Primary,3
wcde-v3x,3,ggapedu25,edu,Primary,4
wcde-v3x,3,ggapedu25,edu,Lower Secondary,5
wcde-v3x,3,ggapedu25,edu,Upper Secondary,6
wcde-v3x,3,ggapedu25,edu,Post Secondary,7
wcde-v3x,3,ggapedu25,edu,Short Post Secondary,8
wcde-v3x,3,ggapedu25,edu,Bachelor,9
wcde-v3x,3,ggapedu25,edu,Master and higher,10
wcde-v3x,3,ggapedu25,year,2025,15
wcde-v3x,3,ggapedu25,year,2030,16
wcde-v3x,3,ggapedu25,year,2035,17
wcde-v3x,3,ggapedu25,year,2040,18
wcde-v3x,3,ggapedu25,year,2045,19
wcde-v3x,3,ggapedu25,year,2050,20
wcde-v3x,3,ggapedu25,year,2055,21
wcde-v3x,3,ggapedu25,year,2060,22
wcde-v3x,3,ggapedu25,year,2065,23
wcde-v3x,3,ggapedu25,year,2070,24
wcde-v3x,3,ggapedu25,year,2075,25
wcde-v3x,3,ggapedu25,year,2080,26
wcde-v3x,3,ggapedu25,year,2085,27
wcde-v3x,3,ggapedu25,year,2090,28
wcde-v3x,3,ggapedu25,year,2095,29
wcde-v3x,3,ggapedu25,year,2100,30
wcde-v3x,3,ggapmys15,age,All,0
wcde-v3x,3,ggapmys15,edu,Total,0
wcde-v3x,3,ggapmys15,sex,Both,0
wcde-v3x,3,ggapmys15,year,2020,14
wcde-v3x,3,ggapmys15,year,2025,15
wcde-v3x,3,ggapmys15,year,2030,16
wcde-v3x,3,ggapmys15,year,2035,17
wcde-v3x,3,ggapmys15,year,2040,18
wcde-v3x,3,ggapmys15,year,2045,19
wcde-v3x,3,ggapmys15,year,2050,20
wcde-v3x,3,ggapmys15,year,2055,21
wcde-v3x,3,ggapmys15,year,2060,22
wcde-v3x,3,ggapmys15,year,2065,23
wcde-v3x,3,ggapmys15,year,2070,24
wcde-v3x,3,ggapmys15,year,2075,25
wcde-v3x,3,ggapmys15,year,2080,26
wcde-v3x,3,ggapmys15,year,2085,27
wcde-v3x,3,ggapmys15,year,2090,28
wcde-v3x,3,ggapmys15,year,2095,29
wcde-v3x,3,ggapmys15,year,2100,30
wcde-v3x,3,ggapmys25,age,All,0
wcde-v3x,3,ggapmys25,edu,Total,0
wcde-v3x,3,ggapmys25,sex,Both,0
wcde-v3x,3,ggapmys25,year,2020,14
wcde-v3x,3,ggapmys25,year,2025,15
wcde-v3x,3,ggapmys25,year,2030,16
wcde-v3x,3,ggapmys25,year,2035,17
wcde-v3x,3,ggapmys25,year,2040,18
wcde-v3x,3,ggapmys25,year,2045,19
wcde-v3x,3,ggapmys25,year,2050,20
wcde-v3x,3,ggapmys25,year,2055,21
wcde-v3x,3,ggapmys25,year,2060,22
wcde-v3x,3,ggapmys25,year,2065,23
wcde-v3x,3,ggapmys25,year,2070,24
wcde-v3x,3,ggapmys25,year,2075,25
wcde-v3x,3,ggapmys25,year,2080,26
wcde-v3x,3,ggapmys25,year,2085,27
wcde-v3x,3,ggapmys25,year,2090,28
wcde-v3x,3,ggapmys25,year,2095,29
wcde-v3x,3,ggapmys25,year,2100,30
wcde-v3x,3,growth,age,All,0
wcde-v3x,3,growth,edu,Total,0
wcde-v3x,3,growth,sex,Both,0
wcde-v3x,3,growth,year,2020,14
wcde-v3x,3,growth,year,2025,15
wcde-v3x,3,growth,year,2030,16
wcde-v3x,3,growth,year,2035,17
wcde-v3x,3,growth,year,2040,18
wcde-v3x,3,growth,year,2045,19
wcde-v3x,3,growth,year,2050,20
wcde-v3x,3,growth,year,2055,21
wcde-v3x,3,growth,year,2060,22
wcde-v3x,3,growth,year,2065,23
wcde-v3x,3,growth,year,2070,24
wcde-v3x,3,growth,year,2075,25
wcde-v3x,3,growth,year,2080,26
wcde-v3x,3,growth,year,2085,27
wcde-v3x,3,growth,year,2090,28
wcde-v3x,3,growth,year,2095,29
wcde-v3x,3,imm,age,All,0
wcde-v3x,3,imm,edu,Total,0
wcde-v3x,3,imm,sex,Both,0
wcde-v3x,3,imm,year,2020,14
wcde-v3x,3,imm,year,2025,15
wcde-v3x,3,imm,year,2030,16
wcde-v3x,3,imm,year,2035,17
wcde-v3x,3,imm,year,2040,18
wcde-v3x,3,imm,year,2045,19
wcde-v3x,3,imm,year,2050,20
wcde-v3x,3,imm,year,2055,21
wcde-v3x,3,imm,year,2060,22
wcde-v3x,3,imm,year,2065,23
wcde-v3x,3,imm,year,2070,24
wcde-v3x,3,imm,year,2075,25
wcde-v3x,3,imm,year,2080,26
wcde-v3x,3,imm,year,2085,27
wcde-v3x,3,imm,year,2090,28
wcde-v3x,3,imm,year,2095,29
wcde-v3x,3,macb,age,All,0
wcde-v3x,3,macb,edu,Total,0
wcde-v3x,3,macb,sex,Female,2
wcde-v3x,3,macb,year,2020,14
wcde-v3x,3,macb,year,2025,15
wcde-v3x,3,macb,year,2030,16
wcde-v3x,3,macb,year,2035,17
wcde-v3x,3,macb,year,2040,18
wcde-v3x,3,macb,year,2045,19
wcde-v3x,3,macb,year,2050,20
wcde-v3x,3,macb,year,2055,21
wcde-v3x,3,macb,year,2060,22
wcde-v3x,3,macb,year,2065,23
wcde-v3x,3,macb,year,2070,24
wcde-v3x,3,macb,year,2075,25
wcde-v3x,3,macb,year,2080,26
wcde-v3x,3,macb,year,2085,27
wcde-v3x,3,macb,year,2090,28
wcde-v3x,3,macb,year,2095,29
wcde-v3x,3,mage,age,All,0
wcde-v3x,3,mage,edu,Total,0
wcde-v3x,3,mage,sex,Both,0
wcde-v3x,3,mage,year,2020,14
wcde-v3x,3,mage,year,2025,15
wcde-v3x,3,mage,year,2030,16
wcde-v3x,3,mage,year,2035,17
wcde-v3x,3,mage,year,2040,18
wcde-v3x,3,mage,year,2045,19
wcde-v3x,3,mage,year,2050,20
wcde-v3x,3,mage,year,2055,21
wcde-v3x,3,mage,year,2060,22
wcde-v3x,3,mage,year,2065,23
wcde-v3x,3,mage,year,2070,24
wcde-v3x,3,mage,year,2075,25
wcde-v3x,3,mage,year,2080,26
wcde-v3x,3,mage,year,2085,27
wcde-v3x,3,mage,year,2090,28
wcde-v3x,3,mage,year,2095,29
wcde-v3x,3,mage,year,2100,30
wcde-v3x,3,mys,age,15--19,4
wcde-v3x,3,mys,edu,Total,0
wcde-v3x,3,mys,sex,Both,0
wcde-v3x,3,mys,year,2020,14
wcde-v3x,3,mys,age,20--24,5
wcde-v3x,3,mys,age,25--29,6
wcde-v3x,3,mys,age,30--34,7
wcde-v3x,3,mys,age,35--39,8
wcde-v3x,3,mys,age,40--44,9
wcde-v3x,3,mys,age,45--49,10
wcde-v3x,3,mys,age,50--54,11
wcde-v3x,3,mys,age,55--59,12
wcde-v3x,3,mys,age,60--64,13
wcde-v3x,3,mys,age,65--69,14
wcde-v3x,3,mys,age,70--74,15
wcde-v3x,3,mys,age,75--79,16
wcde-v3x,3,mys,age,80--84,17
wcde-v3x,3,mys,age,85--89,18
wcde-v3x,3,mys,age,90--94,19
wcde-v3x,3,mys,age,95--99,20
wcde-v3x,3,mys,age,100+,21
wcde-v3x,3,mys,sex,Male,1
wcde-v3x,3,mys,sex,Female,2
wcde-v3x,3,mys,year,2025,15
wcde-v3x,3,mys,year,2030,16
wcde-v3x,3,mys,year,2035,17
wcde-v3x,3,mys,year,2040,18
wcde-v3x,3,mys,year,2045,19
wcde-v3x,3,mys,year,2050,20
wcde-v3x,3,mys,year,2055,21
wcde-v3x,3,mys,year,2060,22
wcde-v3x,3,mys,year,2065,23
wcde-v3x,3,mys,year,2070,24
wcde-v3x,3,mys,year,2075,25
wcde-v3x,3,mys,year,2080,26
wcde-v3x,3,mys,year,2085,27
wcde-v3x,3,mys,year,2090,28
wcde-v3x,3,mys,year,2095,29
wcde-v3x,3,mys,year,2100,30
wcde-v3x,3,net,age,All,0
wcde-v3x,3,net,edu,Total,0
wcde-v3x,3,net,sex,Both,0
wcde-v3x,3,net,year,2020,14
wcde-v3x,3,net,year,2025,15
wcde-v3x,3,net,year,2030,16
wcde-v3x,3,net,year,2035,17
wcde-v3x,3,net,year,2040,18
wcde-v3x,3,net,year,2045,19
wcde-v3x,3,net,year,2050,20
wcde-v3x,3,net,year,2055,21
wcde-v3x,3,net,year,2060,22
wcde-v3x,3,net,year,2065,23
wcde-v3x,3,net,year,2070,24
wcde-v3x,3,net,year,2075,25
wcde-v3x,3,net,year,2080,26
wcde-v3x,3,net,year,2085,27
wcde-v3x,3,net,year,2090,28
wcde-v3x,3,net,year,2095,29
wcde-v3x,3,netedu,age,All,0
wcde-v3x,3,netedu,edu,No Education,2
wcde-v3x,3,netedu,sex,Both,0
wcde-v3x,3,netedu,year,2020,14
wcde-v3x,3,netedu,edu,Incomplete Primary,3
wcde-v3x,3,netedu,edu,Primary,4
wcde-v3x,3,netedu,edu,Lower Secondary,5
wcde-v3x,3,netedu,edu,Upper Secondary,6
wcde-v3x,3,netedu,edu,Post Secondary,7
wcde-v3x,3,netedu,year,2025,15
wcde-v3x,3,netedu,year,2030,16
wcde-v3x,3,netedu,year,2035,17
wcde-v3x,3,netedu,year,2040,18
wcde-v3x,3,netedu,year,2045,19
wcde-v3x,3,netedu,year,2050,20
wcde-v3x,3,netedu,year,2055,21
wcde-v3x,3,netedu,year,2060,22
wcde-v3x,3,netedu,year,2065,23
wcde-v3x,3,netedu,year,2070,24
wcde-v3x,3,netedu,year,2075,25
wcde-v3x,3,netedu,year,2080,26
wcde-v3x,3,netedu,year,2085,27
wcde-v3x,3,netedu,year,2090,28
wcde-v3x,3,netedu,year,2095,29
wcde-v3x,3,nirate,age,All,0
wcde-v3x,3,nirate,edu,Total,0
wcde-v3x,3,nirate,sex,Both,0
wcde-v3x,3,nirate,year,2020,14
wcde-v3x,3,nirate,year,2025,15
wcde-v3x,3,nirate,year,2030,16
wcde-v3x,3,nirate,year,2035,17
wcde-v3x,3,nirate,year,2040,18
wcde-v3x,3,nirate,year,2045,19
wcde-v3x,3,nirate,year,2050,20
wcde-v3x,3,nirate,year,2055,21
wcde-v3x,3,nirate,year,2060,22
wcde-v3x,3,nirate,year,2065,23
wcde-v3x,3,nirate,year,2070,24
wcde-v3x,3,nirate,year,2075,25
wcde-v3x,3,nirate,year,2080,26
wcde-v3x,3,nirate,year,2085,27
wcde-v3x,3,nirate,year,2090,28
wcde-v3x,3,nirate,year,2095,29
wcde-v3x,3,odr,age,All,0
wcde-v3x,3,odr,edu,Total,0
wcde-v3x,3,odr,sex,Both,0
wcde-v3x,3,odr,year,2020,14
wcde-v3x,3,odr,year,2025,15
wcde-v3x,3,odr,year,2030,16
wcde-v3x,3,odr,year,2035,17
wcde-v3x,3,odr,year,2040,18
wcde-v3x,3,odr,year,2045,19
wcde-v3x,3,odr,year,2050,20
wcde-v3x,3,odr,year,2055,21
wcde-v3x,3,odr,year,2060,22
wcde-v3x,3,odr,year,2065,23
wcde-v3x,3,odr,year,2070,24
wcde-v3x,3,odr,year,2075,25
wcde-v3x,3,odr,year,2080,26
wcde-v3x,3,odr,year,2085,27
wcde-v3x,3,odr,year,2090,28
wcde-v3x,3,odr,year,2095,29
wcde-v3x,3,odr,year,2100,30
wcde-v3x,3,pop,age,All,0
wcde-v3x,3,pop,edu,Total,0
wcde-v3x,3,pop,sex,Both,0
wcde-v3x,3,pop,year,2020,14
wcde-v3x,3,pop,age,0--4,1
wcde-v3x,3,pop,age,5--9,2
wcde-v3x,3,pop,age,10--14,3
wcde-v3x,3,pop,age,15--19,4
wcde-v3x,3,pop,age,20--24,5
wcde-v3x,3,pop,age,25--29,6
wcde-v3x,3,pop,age,30--34,7
wcde-v3x,3,pop,age,35--39,8
wcde-v3x,3,pop,age,40--44,9
wcde-v3x,3,pop,age,45--49,10
wcde-v3x,3,pop,age,50--54,11
wcde-v3x,3,pop,age,55--59,12
wcde-v3x,3,pop,age,60--64,13
wcde-v3x,3,pop,age,65--69,14
wcde-v3x,3,pop,age,70--74,15
wcde-v3x,3,pop,age,75--79,16
wcde-v3x,3,pop,age,80--84,17
wcde-v3x,3,pop,age,85--89,18
wcde-v3x,3,pop,age,90--94,19
wcde-v3x,3,pop,age,95--99,20
wcde-v3x,3,pop,age,100+,21
wcde-v3x,3,pop,sex,Male,1
wcde-v3x,3,pop,sex,Female,2
wcde-v3x,3,pop,year,2025,15
wcde-v3x,3,pop,year,2030,16
wcde-v3x,3,pop,year,2035,17
wcde-v3x,3,pop,year,2040,18
wcde-v3x,3,pop,year,2045,19
wcde-v3x,3,pop,year,2050,20
wcde-v3x,3,pop,year,2055,21
wcde-v3x,3,pop,year,2060,22
wcde-v3x,3,pop,year,2065,23
wcde-v3x,3,pop,year,2070,24
wcde-v3x,3,pop,year,2075,25
wcde-v3x,3,pop,year,2080,26
wcde-v3x,3,pop,year,2085,27
wcde-v3x,3,pop,year,2090,28
wcde-v3x,3,pop,year,2095,29
wcde-v3x,3,pop,year,2100,30
wcde-v3x,3,prop,age,15--19,4
wcde-v3x,3,prop,edu,No Education,2
wcde-v3x,3,prop,sex,Both,0
wcde-v3x,3,prop,year,2020,14
wcde-v3x,3,prop,edu,Incomplete Primary,3
wcde-v3x,3,prop,edu,Primary,4
wcde-v3x,3,prop,edu,Lower Secondary,5
wcde-v3x,3,prop,edu,Upper Secondary,6
wcde-v3x,3,prop,edu,Post Secondary,7
wcde-v3x,3,prop,edu,Short Post Secondary,8
wcde-v3x,3,prop,edu,Bachelor,9
wcde-v3x,3,prop,edu,Master and higher,10
wcde-v3x,3,prop,age,20--24,5
wcde-v3x,3,prop,age,25--29,6
wcde-v3x,3,prop,age,30--34,7
wcde-v3x,3,prop,age,35--39,8
wcde-v3x,3,prop,age,40--44,9
wcde-v3x,3,prop,age,45--49,10
wcde-v3x,3,prop,age,50--54,11
wcde-v3x,3,prop,age,55--59,12
wcde-v3x,3,prop,age,60--64,13
wcde-v3x,3,prop,age,65--69,14
wcde-v3x,3,prop,age,70--74,15
wcde-v3x,3,prop,age,75--79,16
wcde-v3x,3,prop,age,80--84,17
wcde-v3x,3,prop,age,85--89,18
wcde-v3x,3,prop,age,90--94,19
wcde-v3x,3,prop,age,95--99,20
wcde-v3x,3,prop,age,100+,21
wcde-v3x,3,prop,sex,Male,1
wcde-v3x,3,prop,sex,Female,2
wcde-v3x,3,prop,year,2025,15
wcde-v3x,3,prop,year,2030,16
wcde-v3x,3,prop,year,2035,17
wcde-v3x,3,prop,year,2040,18
wcde-v3x,3,prop,year,2045,19
wcde-v3x,3,prop,year,2050,20
wcde-v3x,3,prop,year,2055,21
wcde-v3x,3,prop,year,2060,22
wcde-v3x,3,prop,year,2065,23
wcde-v3x,3,prop,year,2070,24
wcde-v3x,3,prop,year,2075,25
wcde-v3x,3,prop,year,2080,26
wcde-v3x,3,prop,year,2085,27
wcde-v3x,3,prop,year,2090,28
wcde-v3x,3,prop,year,2095,29
wcde-v3x,3,prop,year,2100,30
wcde-v3x,3,pryl15,age,All,0
wcde-v3x,3,pryl15,edu,Total,0
wcde-v3x,3,pryl15,sex,Male,1
wcde-v3x,3,pryl15,year,2020,14
wcde-v3x,3,pryl15,sex,Female,2
wcde-v3x,3,pryl15,year,2025,15
wcde-v3x,3,pryl15,year,2030,16
wcde-v3x,3,pryl15,year,2035,17
wcde-v3x,3,pryl15,year,2040,18
wcde-v3x,3,pryl15,year,2045,19
wcde-v3x,3,pryl15,year,2050,20
wcde-v3x,3,pryl15,year,2055,21
wcde-v3x,3,pryl15,year,2060,22
wcde-v3x,3,pryl15,year,2065,23
wcde-v3x,3,pryl15,year,2070,24
wcde-v3x,3,pryl15,year,2075,25
wcde-v3x,3,pryl15,year,2080,26
wcde-v3x,3,pryl15,year,2085,27
wcde-v3x,3,pryl15,year,2090,28
wcde-v3x,3,pryl15,year,2095,29
wcde-v3x,3,ryl15,age,All,0
wcde-v3x,3,ryl15,edu,Total,0
wcde-v3x,3,ryl15,sex,Male,1
wcde-v3x,3,ryl15,year,2020,14
wcde-v3x,3,ryl15,sex,Female,2
wcde-v3x,3,ryl15,year,2025,15
wcde-v3x,3,ryl15,year,2030,16
wcde-v3x,3,ryl15,year,2035,17
wcde-v3x,3,ryl15,year,2040,18
wcde-v3x,3,ryl15,year,2045,19
wcde-v3x,3,ryl15,year,2050,20
wcde-v3x,3,ryl15,year,2055,21
wcde-v3x,3,ryl15,year,2060,22
wcde-v3x,3,ryl15,year,2065,23
wcde-v3x,3,ryl15,year,2070,24
wcde-v3x,3,ryl15,year,2075,25
wcde-v3x,3,ryl15,year,2080,26
wcde-v3x,3,ryl15,year,2085,27
wcde-v3x,3,ryl15,year,2090,28
wcde-v3x,3,ryl15,year,2095,29
wcde-v3x,3,sexratio,age,All,0
wcde-v3x,3,sexratio,edu,Total,0
wcde-v3x,3,sexratio,sex,Both,0
wcde-v3x,3,sexratio,year,2020,14
